groupe,code_h,ligne,valeurs
Charge,2.4.1.13.,Maintenance - toiture,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '1500 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '1500 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '1500 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '1545 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '1500 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '1530 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.4.2.,Autres charges de copropriété,"{'Réel Jan 2022': '2015 €', 'Réel Feb 2022': '77 €', 'Réel Mar 2022': '77 €', 'Réel Apr 2022': '77 €', 'Réel May 2022': '77 €', 'Réel Jun 2022': '77 €', 'Réel Jul 2022': '82 €', 'Réel Aug 2022': '82 €', 'Réel Sep 2022': '82 €', 'Réel Oct 2022': '281 €', 'Réel Nov 2022': '82 €', 'Réel Dec 2022': '82 €', 'Réel Jan 2023': '2706 €', 'Réel Feb 2023': '149 €', 'Réel Mar 2023': '82 €', 'Réel Apr 2023': '82 €', 'Réel May 2023': '89 €', 'Réel Jun 2023': '89 €', 'Réel Jul 2023': '89 €', 'Réel Aug 2023': '89 €', 'Réel Sep 2023': '295 €', 'Réel Oct 2023': '90 €', 'Réel Nov 2023': '9439 €', 'Réel Dec 2023': '89 €', 'Réel Jan 2024': '89 €', 'Réel Feb 2024': '2202 €', 'Réel Mar 2024': '88 €', 'Réel Apr 2024': '88 €', 'Réel May 2024': '95 €', 'Réel Jun 2024': '95 €', 'Réel Jul 2024': '95 €', 'Réel Aug 2024': '95 €', 'Réel Sep 2024': '95 €', 'Réel Oct 2024': '95 €', 'Réel Nov 2024': '95 €', 'Réel Dec 2024': '95 €', 'Budget Jan 2025': '91 €', 'Budget Feb 2025': '12455 €', 'Budget Mar 2025': '90 €', 'Budget Apr 2025': '90 €', 'Budget May 2025': '97 €', 'Budget Jun 2025': '97 €', 'Budget Jul 2025': '97 €', 'Budget Aug 2025': '97 €', 'Budget Sep 2025': '97 €', 'Budget Oct 2025': '97 €', 'Budget Nov 2025': '97 €', 'Budget Dec 2025': '90 €', 'Prévision Jan 2025': '95 €', 'Prévision Feb 2025': '2433 €', 'Prévision Mar 2025': '95 €', 'Prévision Apr 2025': '95 €', 'Prévision May 2025': '102 €', 'Prévision Jun 2025': '102 €', 'Prévision Jul 2025': '102 €', 'Prévision Aug 2025': '102 €', 'Prévision Sep 2025': '97 €', 'Prévision Oct 2025': '97 €', 'Prévision Nov 2025': '97 €', 'Prévision Dec 2025': '90 €', 'Budget Jan 2026': '97 €', 'Budget Feb 2026': '2482 €', 'Budget Mar 2026': '97 €', 'Budget Apr 2026': '97 €', 'Budget May 2026': '104 €', 'Budget Jun 2026': '104 €', 'Budget Jul 2026': '104 €', 'Budget Aug 2026': '104 €', 'Budget Sep 2026': '99 €', 'Budget Oct 2026': '99 €', 'Budget Nov 2026': '99 €', 'Budget Dec 2026': '92 €'}"
Charge,2.4.2.1.,Autres charges - 51000000,"{'Réel Jan 2022': '1937 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '199 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '2624 €', 'Réel Feb 2023': '67 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '206 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '9350 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '2114 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '12364 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '2338 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '2384 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.4.2.4.,Autres charges - téléphone ascenseurs,"{'Réel Jan 2022': '77 €', 'Réel Feb 2022': '77 €', 'Réel Mar 2022': '77 €', 'Réel Apr 2022': '77 €', 'Réel May 2022': '77 €', 'Réel Jun 2022': '77 €', 'Réel Jul 2022': '82 €', 'Réel Aug 2022': '82 €', 'Réel Sep 2022': '82 €', 'Réel Oct 2022': '82 €', 'Réel Nov 2022': '82 €', 'Réel Dec 2022': '82 €', 'Réel Jan 2023': '82 €', 'Réel Feb 2023': '82 €', 'Réel Mar 2023': '82 €', 'Réel Apr 2023': '82 €', 'Réel May 2023': '89 €', 'Réel Jun 2023': '89 €', 'Réel Jul 2023': '89 €', 'Réel Aug 2023': '89 €', 'Réel Sep 2023': '89 €', 'Réel Oct 2023': '90 €', 'Réel Nov 2023': '89 €', 'Réel Dec 2023': '89 €', 'Réel Jan 2024': '89 €', 'Réel Feb 2024': '88 €', 'Réel Mar 2024': '88 €', 'Réel Apr 2024': '88 €', 'Réel May 2024': '95 €', 'Réel Jun 2024': '95 €', 'Réel Jul 2024': '95 €', 'Réel Aug 2024': '95 €', 'Réel Sep 2024': '95 €', 'Réel Oct 2024': '95 €', 'Réel Nov 2024': '95 €', 'Réel Dec 2024': '95 €', 'Budget Jan 2025': '91 €', 'Budget Feb 2025': '90 €', 'Budget Mar 2025': '90 €', 'Budget Apr 2025': '90 €', 'Budget May 2025': '97 €', 'Budget Jun 2025': '97 €', 'Budget Jul 2025': '97 €', 'Budget Aug 2025': '97 €', 'Budget Sep 2025': '97 €', 'Budget Oct 2025': '97 €', 'Budget Nov 2025': '97 €', 'Budget Dec 2025': '90 €', 'Prévision Jan 2025': '95 €', 'Prévision Feb 2025': '95 €', 'Prévision Mar 2025': '95 €', 'Prévision Apr 2025': '95 €', 'Prévision May 2025': '102 €', 'Prévision Jun 2025': '102 €', 'Prévision Jul 2025': '102 €', 'Prévision Aug 2025': '102 €', 'Prévision Sep 2025': '97 €', 'Prévision Oct 2025': '97 €', 'Prévision Nov 2025': '97 €', 'Prévision Dec 2025': '90 €', 'Budget Jan 2026': '97 €', 'Budget Feb 2026': '97 €', 'Budget Mar 2026': '97 €', 'Budget Apr 2026': '97 €', 'Budget May 2026': '104 €', 'Budget Jun 2026': '104 €', 'Budget Jul 2026': '104 €', 'Budget Aug 2026': '104 €', 'Budget Sep 2026': '99 €', 'Budget Oct 2026': '99 €', 'Budget Nov 2026': '99 €', 'Budget Dec 2026': '92 €'}"
Charge,2.4.3.,Contrat maintenance (Hors Syndic),"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '269 €', 'Budget Jan 2025': '2262 €', 'Budget Feb 2025': '2262 €', 'Budget Mar 2025': '2262 €', 'Budget Apr 2025': '2262 €', 'Budget May 2025': '2262 €', 'Budget Jun 2025': '2262 €', 'Budget Jul 2025': '2262 €', 'Budget Aug 2025': '2262 €', 'Budget Sep 2025': '2262 €', 'Budget Oct 2025': '2262 €', 'Budget Nov 2025': '2262 €', 'Budget Dec 2025': '2262 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '2262 €', 'Prévision Oct 2025': '2262 €', 'Prévision Nov 2025': '2262 €', 'Prévision Dec 2025': '2262 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '2308 €', 'Budget Oct 2026': '2308 €', 'Budget Nov 2026': '2308 €', 'Budget Dec 2026': '2308 €'}"
Charge,2.4.4.,ASSURANCE : (Immeuble para hotelier multirisque),"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '10180 €', 'Réel Jul 2022': '1468 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '11042 €', 'Réel Jul 2023': '1591 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '1443 €', 'Réel Jul 2024': '10101 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '-731 €', 'Réel Oct 2024': '731 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '-8 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '1486 €', 'Budget Jul 2025': '10404 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '-753 €', 'Budget Oct 2025': '753 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '8 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '10084 €', 'Prévision Jul 2025': '1454 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '-753 €', 'Prévision Oct 2025': '753 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '8 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '10286 €', 'Budget Jul 2026': '1483 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '-768 €', 'Budget Oct 2026': '768 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,"{'Réel Jan 2022': '45655 €', 'Réel Feb 2022': '3717 €', 'Réel Mar 2022': '44215 €', 'Réel Apr 2022': '-843 €', 'Réel May 2022': '-901 €', 'Réel Jun 2022': '3612 €', 'Réel Jul 2022': '2085 €', 'Réel Aug 2022': '-752 €', 'Réel Sep 2022': '22448 €', 'Réel Oct 2022': '18206 €', 'Réel Nov 2022': '13211 €', 'Réel Dec 2022': '-1819 €', 'Réel Jan 2023': '24530 €', 'Réel Feb 2023': '2586 €', 'Réel Mar 2023': '8514 €', 'Réel Apr 2023': '3461 €', 'Réel May 2023': '15794 €', 'Réel Jun 2023': '-1981 €', 'Réel Jul 2023': '5022 €', 'Réel Aug 2023': '2113 €', 'Réel Sep 2023': '9728 €', 'Réel Oct 2023': '2367 €', 'Réel Nov 2023': '2938 €', 'Réel Dec 2023': '-1015 €', 'Réel Jan 2024': '19460 €', 'Réel Feb 2024': '11 €', 'Réel Mar 2024': '843 €', 'Réel Apr 2024': '-2150 €', 'Réel May 2024': '644 €', 'Réel Jun 2024': '-35 €', 'Réel Jul 2024': '4295 €', 'Réel Aug 2024': '3333 €', 'Réel Sep 2024': '4412 €', 'Réel Oct 2024': '-1431 €', 'Réel Nov 2024': '4866 €', 'Réel Dec 2024': '-1719 €', 'Budget Jan 2025': '4482 €', 'Budget Feb 2025': '483 €', 'Budget Mar 2025': '381 €', 'Budget Apr 2025': '78 €', 'Budget May 2025': '371 €', 'Budget Jun 2025': '773 €', 'Budget Jul 2025': '726 €', 'Budget Aug 2025': '1711 €', 'Budget Sep 2025': '2809 €', 'Budget Oct 2025': '233 €', 'Budget Nov 2025': '1401 €', 'Budget Dec 2025': '1030 €', 'Prévision Jan 2025': '1179 €', 'Prévision Feb 2025': '585 €', 'Prévision Mar 2025': '655 €', 'Prévision Apr 2025': '2892 €', 'Prévision May 2025': '1336 €', 'Prévision Jun 2025': '3800 €', 'Prévision Jul 2025': '3191 €', 'Prévision Aug 2025': '2883 €', 'Prévision Sep 2025': '2809 €', 'Prévision Oct 2025': '233 €', 'Prévision Nov 2025': '1401 €', 'Prévision Dec 2025': '1030 €', 'Budget Jan 2026': '2917 €', 'Budget Feb 2026': '2917 €', 'Budget Mar 2026': '2917 €', 'Budget Apr 2026': '2917 €', 'Budget May 2026': '2917 €', 'Budget Jun 2026': '2917 €', 'Budget Jul 2026': '2917 €', 'Budget Aug 2026': '2917 €', 'Budget Sep 2026': '2917 €', 'Budget Oct 2026': '2917 €', 'Budget Nov 2026': '2917 €', 'Budget Dec 2026': '2917 €'}"
Charge,2.6.1.,Réparations Parties Privatives,"{'Réel Jan 2022': '30097 €', 'Réel Feb 2022': '6448 €', 'Réel Mar 2022': '32118 €', 'Réel Apr 2022': '12 €', 'Réel May 2022': '801 €', 'Réel Jun 2022': '3612 €', 'Réel Jul 2022': '1683 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '17898 €', 'Réel Oct 2022': '14137 €', 'Réel Nov 2022': '9160 €', 'Réel Dec 2022': '7 €', 'Réel Jan 2023': '20503 €', 'Réel Feb 2023': '2711 €', 'Réel Mar 2023': '5793 €', 'Réel Apr 2023': '2695 €', 'Réel May 2023': '13546 €', 'Réel Jun 2023': '6614 €', 'Réel Jul 2023': '7320 €', 'Réel Aug 2023': '1820 €', 'Réel Sep 2023': '8461 €', 'Réel Oct 2023': '3748 €', 'Réel Nov 2023': '3315 €', 'Réel Dec 2023': '707 €', 'Réel Jan 2024': '10873 €', 'Réel Feb 2024': '1172 €', 'Réel Mar 2024': '925 €', 'Réel Apr 2024': '190 €', 'Réel May 2024': '900 €', 'Réel Jun 2024': '1876 €', 'Réel Jul 2024': '1762 €', 'Réel Aug 2024': '4150 €', 'Réel Sep 2024': '6814 €', 'Réel Oct 2024': '566 €', 'Réel Nov 2024': '3399 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '4482 €', 'Budget Feb 2025': '483 €', 'Budget Mar 2025': '381 €', 'Budget Apr 2025': '78 €', 'Budget May 2025': '371 €', 'Budget Jun 2025': '773 €', 'Budget Jul 2025': '726 €', 'Budget Aug 2025': '1711 €', 'Budget Sep 2025': '2809 €', 'Budget Oct 2025': '233 €', 'Budget Nov 2025': '1401 €', 'Budget Dec 2025': '1030 €', 'Prévision Jan 2025': '610 €', 'Prévision Feb 2025': '700 €', 'Prévision Mar 2025': '798 €', 'Prévision Apr 2025': '4520 €', 'Prévision May 2025': '3052 €', 'Prévision Jun 2025': '3945 €', 'Prévision Jul 2025': '1835 €', 'Prévision Aug 2025': '4959 €', 'Prévision Sep 2025': '2809 €', 'Prévision Oct 2025': '233 €', 'Prévision Nov 2025': '1401 €', 'Prévision Dec 2025': '1030 €', 'Budget Jan 2026': '2917 €', 'Budget Feb 2026': '2917 €', 'Budget Mar 2026': '2917 €', 'Budget Apr 2026': '2917 €', 'Budget May 2026': '2917 €', 'Budget Jun 2026': '2917 €', 'Budget Jul 2026': '2917 €', 'Budget Aug 2026': '2917 €', 'Budget Sep 2026': '2917 €', 'Budget Oct 2026': '2917 €', 'Budget Nov 2026': '2917 €', 'Budget Dec 2026': '2917 €'}"
Charge,2.6.2.,Electroménager (605),"{'Réel Jan 2022': '4434 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '1134 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '1207 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '530 €', 'Réel Nov 2022': '1211 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '1799 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '1846 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '550 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '775 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '2303 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '577 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '537 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '1595 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '2070 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '298 €', 'Prévision Jul 2025': '1405 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.6.3.,"Mobilier, équipement (renouvellement)","{'Réel Jan 2022': '11418 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '12320 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '6050 €', 'Réel Oct 2022': '4170 €', 'Réel Nov 2022': '2980 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '2780 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '2980 €', 'Réel Apr 2023': '1490 €', 'Réel May 2023': '2080 €', 'Réel Jun 2023': '1845 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '350 €', 'Réel Sep 2023': '1490 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '7408 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '210 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '3221 €', 'Réel Aug 2024': '780 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '1075 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '860 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '1024 €', 'Prévision Aug 2025': '447 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
