groupe,code_h,ligne,valeurs
Charge,2.3.3.,Chauffage - Gaz,"{'Réel Jan 2022': '7602 €', 'Réel Feb 2022': '7335 €', 'Réel Mar 2022': '7317 €', 'Réel Apr 2022': '6249 €', 'Réel May 2022': '5466 €', 'Réel Jun 2022': '3276 €', 'Réel Jul 2022': '1640 €', 'Réel Aug 2022': '1452 €', 'Réel Sep 2022': '1441 €', 'Réel Oct 2022': '1681 €', 'Réel Nov 2022': '2773 €', 'Réel Dec 2022': '4222 €', 'Réel Jan 2023': '6603 €', 'Réel Feb 2023': '5803 €', 'Réel Mar 2023': '6101 €', 'Réel Apr 2023': '6517 €', 'Réel May 2023': '7905 €', 'Réel Jun 2023': '3207 €', 'Réel Jul 2023': '1586 €', 'Réel Aug 2023': '1624 €', 'Réel Sep 2023': '1652 €', 'Réel Oct 2023': '1569 €', 'Réel Nov 2023': '2489 €', 'Réel Dec 2023': '5753 €', 'Réel Jan 2024': '7126 €', 'Réel Feb 2024': '9652 €', 'Réel Mar 2024': '7394 €', 'Réel Apr 2024': '7296 €', 'Réel May 2024': '6103 €', 'Réel Jun 2024': '3800 €', 'Réel Jul 2024': '2218 €', 'Réel Aug 2024': '2109 €', 'Réel Sep 2024': '1890 €', 'Réel Oct 2024': '2256 €', 'Réel Nov 2024': '3571 €', 'Réel Dec 2024': '6706 €', 'Budget Jan 2025': '6972 €', 'Budget Feb 2025': '9442 €', 'Budget Mar 2025': '7233 €', 'Budget Apr 2025': '7137 €', 'Budget May 2025': '5971 €', 'Budget Jun 2025': '3718 €', 'Budget Jul 2025': '2170 €', 'Budget Aug 2025': '2063 €', 'Budget Sep 2025': '1849 €', 'Budget Oct 2025': '2207 €', 'Budget Nov 2025': '3493 €', 'Budget Dec 2025': '4589 €', 'Prévision Jan 2025': '8917 €', 'Prévision Feb 2025': '10346 €', 'Prévision Mar 2025': '8793 €', 'Prévision Apr 2025': '7950 €', 'Prévision May 2025': '6147 €', 'Prévision Jun 2025': '2778 €', 'Prévision Jul 2025': '2299 €', 'Prévision Aug 2025': '2190 €', 'Prévision Sep 2025': '1849 €', 'Prévision Oct 2025': '2207 €', 'Prévision Nov 2025': '3493 €', 'Prévision Dec 2025': '6000 €', 'Budget Jan 2026': '5543 €', 'Budget Feb 2026': '5007 €', 'Budget Mar 2026': '5430 €', 'Budget Apr 2026': '5200 €', 'Budget May 2026': '5374 €', 'Budget Jun 2026': '5310 €', 'Budget Jul 2026': '5374 €', 'Budget Aug 2026': '5430 €', 'Budget Sep 2026': '5237 €', 'Budget Oct 2026': '5439 €', 'Budget Nov 2026': '5264 €', 'Budget Dec 2026': '5495 €'}"
Charge,2.4.,CONTRATS DE MAINTENANCE,"{'Réel Jan 2022': '5837 €', 'Réel Feb 2022': '1577 €', 'Réel Mar 2022': '1066 €', 'Réel Apr 2022': '5895 €', 'Réel May 2022': '77 €', 'Réel Jun 2022': '11246 €', 'Réel Jul 2022': '2544 €', 'Réel Aug 2022': '1096 €', 'Réel Sep 2022': '1409 €', 'Réel Oct 2022': '7653 €', 'Réel Nov 2022': '1561 €', 'Réel Dec 2022': '2821 €', 'Réel Jan 2023': '8438 €', 'Réel Feb 2023': '1152 €', 'Réel Mar 2023': '2978 €', 'Réel Apr 2023': '772 €', 'Réel May 2023': '4174 €', 'Réel Jun 2023': '14000 €', 'Réel Jul 2023': '1820 €', 'Réel Aug 2023': '3063 €', 'Réel Sep 2023': '2119 €', 'Réel Oct 2023': '4101 €', 'Réel Nov 2023': '11288 €', 'Réel Dec 2023': '-798 €', 'Réel Jan 2024': '4208 €', 'Réel Feb 2024': '4879 €', 'Réel Mar 2024': '8055 €', 'Réel Apr 2024': '3085 €', 'Réel May 2024': '440 €', 'Réel Jun 2024': '2625 €', 'Réel Jul 2024': '13193 €', 'Réel Aug 2024': '2732 €', 'Réel Sep 2024': '-292 €', 'Réel Oct 2024': '4910 €', 'Réel Nov 2024': '3321 €', 'Réel Dec 2024': '1443 €', 'Budget Jan 2025': '6616 €', 'Budget Feb 2025': '17667 €', 'Budget Mar 2025': '11526 €', 'Budget Apr 2025': '5453 €', 'Budget May 2025': '2719 €', 'Budget Jun 2025': '5240 €', 'Budget Jul 2025': '15864 €', 'Budget Aug 2025': '5675 €', 'Budget Sep 2025': '1965 €', 'Budget Oct 2025': '7607 €', 'Budget Nov 2025': '4092 €', 'Budget Dec 2025': '8597 €', 'Prévision Jan 2025': '5576 €', 'Prévision Feb 2025': '3933 €', 'Prévision Mar 2025': '11383 €', 'Prévision Apr 2025': '6007 €', 'Prévision May 2025': '472 €', 'Prévision Jun 2025': '10186 €', 'Prévision Jul 2025': '5515 €', 'Prévision Aug 2025': '472 €', 'Prévision Sep 2025': '1965 €', 'Prévision Oct 2025': '7607 €', 'Prévision Nov 2025': '4592 €', 'Prévision Dec 2025': '9321 €', 'Budget Jan 2026': '5688 €', 'Budget Feb 2026': '4012 €', 'Budget Mar 2026': '12111 €', 'Budget Apr 2026': '6127 €', 'Budget May 2026': '481 €', 'Budget Jun 2026': '10890 €', 'Budget Jul 2026': '5626 €', 'Budget Aug 2026': '481 €', 'Budget Sep 2026': '2005 €', 'Budget Oct 2026': '7760 €', 'Budget Nov 2026': '4673 €', 'Budget Dec 2026': '9437 €'}"
Charge,2.4.1.,Contrat de maintenance LFP,"{'Réel Jan 2022': '3822 €', 'Réel Feb 2022': '1500 €', 'Réel Mar 2022': '989 €', 'Réel Apr 2022': '5818 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '989 €', 'Réel Jul 2022': '994 €', 'Réel Aug 2022': '1014 €', 'Réel Sep 2022': '1327 €', 'Réel Oct 2022': '7372 €', 'Réel Nov 2022': '1479 €', 'Réel Dec 2022': '2739 €', 'Réel Jan 2023': '5732 €', 'Réel Feb 2023': '1003 €', 'Réel Mar 2023': '2896 €', 'Réel Apr 2023': '689 €', 'Réel May 2023': '4085 €', 'Réel Jun 2023': '2869 €', 'Réel Jul 2023': '140 €', 'Réel Aug 2023': '2974 €', 'Réel Sep 2023': '1824 €', 'Réel Oct 2023': '4012 €', 'Réel Nov 2023': '1849 €', 'Réel Dec 2023': '-887 €', 'Réel Jan 2024': '4119 €', 'Réel Feb 2024': '2676 €', 'Réel Mar 2024': '7967 €', 'Réel Apr 2024': '2997 €', 'Réel May 2024': '345 €', 'Réel Jun 2024': '1087 €', 'Réel Jul 2024': '2997 €', 'Réel Aug 2024': '2637 €', 'Réel Sep 2024': '345 €', 'Réel Oct 2024': '4084 €', 'Réel Nov 2024': '3226 €', 'Réel Dec 2024': '1087 €', 'Budget Jan 2025': '4262 €', 'Budget Feb 2025': '2950 €', 'Budget Mar 2025': '9173 €', 'Budget Apr 2025': '3101 €', 'Budget May 2025': '359 €', 'Budget Jun 2025': '1394 €', 'Budget Jul 2025': '3101 €', 'Budget Aug 2025': '3316 €', 'Budget Sep 2025': '359 €', 'Budget Oct 2025': '4495 €', 'Budget Nov 2025': '1732 €', 'Budget Dec 2025': '6244 €', 'Prévision Jan 2025': '5473 €', 'Prévision Feb 2025': '1500 €', 'Prévision Mar 2025': '11288 €', 'Prévision Apr 2025': '5912 €', 'Prévision May 2025': '370 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '3959 €', 'Prévision Aug 2025': '370 €', 'Prévision Sep 2025': '359 €', 'Prévision Oct 2025': '4495 €', 'Prévision Nov 2025': '2232 €', 'Prévision Dec 2025': '6968 €', 'Budget Jan 2026': '5583 €', 'Budget Feb 2026': '1530 €', 'Budget Mar 2026': '12014 €', 'Budget Apr 2026': '6030 €', 'Budget May 2026': '377 €', 'Budget Jun 2026': '500 €', 'Budget Jul 2026': '4038 €', 'Budget Aug 2026': '377 €', 'Budget Sep 2026': '366 €', 'Budget Oct 2026': '4585 €', 'Budget Nov 2026': '2267 €', 'Budget Dec 2026': '7038 €'}"
Charge,2.4.1.2.,Maintenance - chauffage,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '6650 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '1178 €', 'Réel Feb 2023': '1003 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '1831 €', 'Réel Jul 2023': '-1003 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '-3009 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '2776 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '3500 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '3500 €'}"
Charge,2.4.1.3.,Maintenance - ascenseurs,"{'Réel Jan 2022': '722 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '722 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '722 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '722 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '1143 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '1143 €', 'Réel Aug 2023': '1143 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '1143 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '1166 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '1166 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '1166 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '1166 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '1205 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '1205 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '1205 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '1205 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '1189 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '1298 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '1298 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '1205 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '1213 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '1323 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '1323 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '1230 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.4.1.5.,Maintenance - parkings,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '1014 €', 'Réel Sep 2022': '338 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '689 €', 'Réel May 2023': '345 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '345 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '345 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '345 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '345 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '345 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '359 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '359 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '359 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '359 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '500 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '366 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '500 €', 'Budget Dec 2026': '0 €'}"
Charge,2.4.1.6.,Maintenance - espaces verts,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '989 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '989 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '989 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '989 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '1038 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '1038 €', 'Réel Oct 2023': '1038 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '1038 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '1087 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '1087 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '1087 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '1087 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '1394 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '1394 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '1394 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '1378 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '1109 €', 'Prévision Apr 2025': '370 €', 'Prévision May 2025': '370 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '740 €', 'Prévision Aug 2025': '370 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '1394 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '1378 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '1131 €', 'Budget Apr 2026': '377 €', 'Budget May 2026': '377 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '755 €', 'Budget Aug 2026': '377 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '1422 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '1405 €'}"
Charge,2.4.1.7.,Maintenance - sécurité,"{'Réel Jan 2022': '777 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '1618 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '1515 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '939 €', 'Réel Dec 2022': '1083 €', 'Réel Jan 2023': '812 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '2896 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '442 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '964 €', 'Réel Dec 2023': '-1083 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '832 €', 'Réel Mar 2024': '2956 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '2637 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '979 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '1046 €', 'Budget Mar 2025': '3718 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '3316 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '1231 €', 'Budget Dec 2025': '1952 €', 'Prévision Jan 2025': '1308 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '6047 €', 'Prévision Apr 2025': '2323 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '1231 €', 'Prévision Dec 2025': '1952 €', 'Budget Jan 2026': '1334 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '6168 €', 'Budget Apr 2026': '2369 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '1255 €', 'Budget Dec 2026': '1991 €'}"
Charge,2.4.1.8.,Maintenance - VMC,"{'Réel Jan 2022': '1243 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '-1243 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '540 €', 'Réel Dec 2022': '667 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '540 €', 'Réel Dec 2023': '-667 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '2248 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '501 €', 'Budget Dec 2025': '138 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '501 €', 'Prévision Dec 2025': '138 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '500 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '500 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '511 €', 'Budget Dec 2026': '141 €'}"
Charge,2.4.1.9.,Maintenance - contrats divers,"{'Réel Jan 2022': '1081 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '3478 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '1099 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '3740 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '1831 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '1831 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '2834 €', 'Réel Jan 2024': '2952 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '3923 €', 'Réel Apr 2024': '1831 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '1831 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '1831 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '3057 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '4062 €', 'Budget Apr 2025': '1895 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '1895 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '1895 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '2976 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '4132 €', 'Prévision Apr 2025': '1922 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '1922 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '1895 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '3035 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '4215 €', 'Budget Apr 2026': '1960 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '1960 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '1933 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
